Date,Vavuniya,Anuradhapura,Maha Illuppallama
20230622,0.0,0.0,0.0
20230623,0.0,0.0,0.0
20230624,0.0,0.0,0.0
20230625,0.0,0.0,0.0
20230626,0.0,0.0,0.0
20230627,0.0,0.0,0.0
20230628,0.0,0.0,0.0
20230629,0.0,0.0,0.0
20230630,0.0,0.0,0.0
20230701,0.0,0.0,0.0
20230702,0.0,0.0,0.0
20230703,0.0,0.0,0.0
20230704,0.0,0.0,2.4
20230705,0.0,0.0,0.0
20230706,0.0,0.0,0.0
20230707,0.0,0.0,0.0
20230708,0.0,0.0,0.0
20230709,0.0,0.0,0.0
20230710,0.0,0.0,0.0
20230711,0.0,0.0,0.0
20230712,0.0,0.0,0.0
20230713,0.0,0.0,0.0
20230714,0.0,0.0,0.0
20230715,0.0,0.0,0.0
20230716,0.0,0.0,0.0
20230717,0.0,0.0,0.0
20230718,0.0,0.0,0.0
20230719,0.0,0.0,0.0
20230720,0.0,0.0,0.0
20230721,0.0,0.0,0.0
20230722,0.0,0.0,0.0
20230723,0.0,0.0,0.0
20230724,0.0,0.0,0.0
20230725,0.0,0.0,0.0
20230726,0.0,0.0,0.0
20230727,0.0,0.0,0.0
20230728,0.0,0.0,0.0
20230729,0.0,0.0,0.0
20230730,0.0,0.0,0.0
20230731,0.0,0.0,0.0
20230801,0.0,0.0,0.0
20230802,0.0,0.0,0.0
20230803,0.0,0.0,0.0
20230804,0.0,0.0,0.0
20230805,0.0,0.0,0.0
20230806,0.0,0.0,0.0
20230807,0.0,0.0,0.0
20230808,0.0,0.0,0.0
20230809,4.6,0.0,0.0
20230810,0.0,0.0,0.0
20230811,0.2,0.0,2.5
20230812,0.0,0.0,0.0
20230813,0.5,0.0,0.0
20230814,0.0,0.0,0.0
20230815,0.0,0.0,0.0
20230816,0.0,0.0,0.0
20230817,0.0,0.0,0.0
20230818,0.0,0.0,0.0
20230819,0.0,0.0,0.0
20230820,0.0,0.0,0.0
20230821,0.0,0.0,0.0
20230822,18.9,0.0,0.0
20230823,0.0,0.0,0.0
20230824,0.0,0.0,0.0
20230825,0.0,0.0,0.0
20230826,0.0,0.0,0.0
20230827,0.0,0.0,0.0
20230828,0.0,0.0,0.0
20230829,0.0,0.0,0.0
20230830,0.3,0.4,0.0
20230831,11.1,2.2,4.1
20230901,0.0,0.0,0.0
20230902,0.0,0.1,0.0
20230903,10.6,11.4,22.7
20230904,0.0,0.0,0.0
20230905,0.0,0.1,3.6
20230906,0.0,22.0,0.8
20230907,0.5,3.0,1.4
20230908,0.0,0.0,0.0
20230909,0.0,0.0,0.0
20230910,0.0,0.0,0.0
20230911,0.0,0.0,0.2
20230912,0.0,0.0,0.0
20230913,0.0,0.0,0.9
20230914,0.0,0.0,2.0
20230915,0.0,0.0,0.0
20230916,0.0,0.0,0.0
20230917,2.4,0.0,6.4
20230918,0.0,0.0,0.0
20230919,0.0,0.0,0.0
20230920,0.3,0.0,0.0
20230921,0.0,0.0,0.0
20230922,0.5,0.0,9.7
20230923,0.0,0.0,0.0
20230924,0.0,0.3,0.0
20230925,0.0,0.0,0.0
20230926,0.0,0.0,0.0
20230927,0.0,0.0,0.0
20230928,0.0,0.0,3.1
20230929,0.1,7.2,5.1
20230930,14.7,4.4,15.8
20231001,1.7,4.5,1.5
20231002,0.0,0.1,1.5
20231003,0.0,0.0,2.4
20231004,0.0,0.0,0.0
20231005,0.0,0.0,1.5
20231006,1.1,0.0,0.0
20231007,21.5,0.0,0.1
20231008,87.1,0.7,9.1
20231009,19.0,5.3,38.6
20231010,5.6,0.0,0.0
20231011,0.0,3.0,0.2
20231012,0.8,0.0,0.0
20231013,65.8,33.8,39.8
20231014,15.4,8.6,12.2
20231015,10.9,17.9,31.3
20231016,0.0,0.0,0.0
20231017,46.3,42.6,13.1
20231018,3.7,0.4,10.7
20231019,7.6,0.7,0.0
20231020,8.6,4.7,77.7
20231021,6.3,0.2,0.0
20231022,2.6,17.7,0.0
20231023,0.0,0.0,1.0
20231024,70.4,49.6,10.2
20231025,3.1,32.6,7.3
20231026,0.0,0.0,0.0
20231027,0.0,4.5,16.2
20231028,0.0,3.4,15.6
20231029,0.3,17.1,2.0
20231030,4.6,7.9,1.0
20231031,0.0,2.0,0.5
20231101,6.3,5.7,22.2
20231102,0.0,2.1,0.5
20231103,54.8,146.9,118.9
20231104,85.9,121.3,102.9
20231105,15.6,9.5,28.3
20231106,12.0,16.6,4.2
20231107,4.8,7.2,15.2
20231108,2.1,0.0,0.2
20231109,2.8,10.6,15.3
20231110,16.4,0.4,11.6
20231111,19.4,1.1,6.1
20231112,27.4,32.8,42.2
20231113,6.1,0.0,0.0
20231114,8.8,11.2,9.5
20231115,4.6,0.7,0.0
20231116,2.0,1.2,0.7
20231117,0.0,0.0,1.4
20231118,87.0,5.9,6.9
20231119,42.1,6.5,1.0
20231120,7.3,8.8,4.5
20231121,14.1,6.9,25.4
20231122,43.1,5.0,50.0
20231123,0.0,0.0,0.0
20231124,0.1,0.0,3.8
20231125,6.7,0.0,0.0
20231126,0.4,0.0,0.1
20231127,0.0,7.4,9.2
20231128,9.6,8.3,1.2
20231129,25.4,1.4,0.0
20231130,27.8,2.3,5.2
20231201,42.5,22.7,17.2
20231202,6.2,5.8,7.7
20231203,38.9,18.6,0.2
20231204,8.3,2.6,0.8
20231205,0.0,0.0,0.0
20231206,4.7,0.0,0.0
20231207,0.0,8.1,29.7
20231208,16.6,5.1,13.4
20231209,3.6,0.8,0.0
20231210,46.0,11.0,15.5
20231211,12.7,4.0,3.3
20231212,0.0,0.0,0.6
20231213,2.5,0.0,0.0
20231214,53.7,43.3,41.9
20231215,40.7,62.4,54.6
20231216,48.5,7.0,7.7
20231217,29.7,3.7,8.9
20231218,24.3,2.2,2.6
20231219,0.3,6.9,3.9
20231220,9.5,1.0,2.8
20231221,1.6,0.0,0.0
20231222,0.0,0.0,0.0
20231223,13.1,0.0,0.0
20231224,2.0,0.1,0.3
20231225,5.2,0.0,0.1
20231226,4.9,1.2,8.6
20231227,6.6,3.0,22.3
20231228,4.9,21.1,45.3
20231229,1.6,0.0,2.5
20231230,2.7,6.0,21.5
20231231,0.0,0.0,2.9
